ID,name,quantity,dateFrom,dateTo,scrapped,isMaterial,note,Branch
3225,xbuLrybw34O4Fsz,178,"Saturday, March 18, 2000","Wednesday, November 12, 2014",FALSE,FALSE,,7476
3226,1SrrriwACEo1lhZ,10,"Sunday, February 13, 2005","Sunday, February 13, 2011",TRUE,TRUE,,9257
3227,GTxkjARI50guEMW,134,"Wednesday, August 3, 2005","Saturday, December 5, 2015",TRUE,TRUE,,8544
3228,yJ7H40AiOlO9ZdE,110,"Sunday, July 18, 2004","Tuesday, July 20, 2010",TRUE,TRUE,,433
3229,a7o7ur9n7u0UAAA,154,"Thursday, May 24, 2001","Tuesday, September 11, 2012",TRUE,TRUE,,2805
3230,9smQVErGEe2Wkd3,75,"Thursday, April 11, 2002","Tuesday, August 21, 2007",TRUE,TRUE,,385
3231,E31tk5YEJu9WWlq,46,"Sunday, July 22, 2001","Tuesday, December 16, 2008",FALSE,FALSE,,3060
3232,GC0WvRD53RKzWdi,145,"Tuesday, December 4, 2001","Tuesday, October 10, 2017",FALSE,FALSE,,228
3233,yvJjNchK2d3hsXc,280,"Thursday, October 31, 2002","Sunday, December 19, 2010",FALSE,FALSE,,2796
3234,1Mnw8HLyS7f4Wpy,187,"Wednesday, February 25, 2004","Thursday, June 21, 2018",TRUE,TRUE,,1033
3235,bggfu6TL5WQ3Y3W,216,"Wednesday, July 21, 2004","Tuesday, July 3, 2007",TRUE,TRUE,,4084
3236,oXcSrRJXxhlpShB,60,"Tuesday, June 29, 2004","Tuesday, November 17, 2015",TRUE,TRUE,,8083
3237,MJmS6VtAmGi03NF,32,"Friday, May 2, 2003","Saturday, November 17, 2007",TRUE,TRUE,,6372
3238,Sod7KYxyWeIhE0L,257,"Thursday, February 5, 2004","Friday, May 13, 2011",TRUE,TRUE,,5438
3239,MoP22wQNinrQDbr,228,"Tuesday, May 9, 2000","Monday, January 6, 2014",FALSE,FALSE,,708
3240,Zub5ZdbPf8th6ds,263,"Tuesday, January 22, 2002","Tuesday, May 20, 2014",TRUE,TRUE,,7050
3241,TSeR2t3F8dBySIK,79,"Monday, March 13, 2000","Tuesday, October 13, 2009",FALSE,FALSE,,6404
3242,P6ipSxfrNFK68mO,247,"Saturday, November 23, 2002","Thursday, November 29, 2007",TRUE,TRUE,,8661
3243,lDwueOPeMmxVapq,154,"Friday, November 3, 2000","Friday, December 17, 2010",TRUE,TRUE,,4316
3244,vGDSAOigartt7s0,277,"Monday, November 25, 2002","Thursday, December 20, 2012",FALSE,FALSE,,9626
3245,65UC4jIiltILLMX,71,"Sunday, January 23, 2005","Saturday, August 13, 2016",TRUE,TRUE,,32
3246,1P4wptxtHDTOegI,178,"Thursday, March 15, 2001","Sunday, December 27, 2015",FALSE,FALSE,,7217
3247,pBWXYxiH7DUOw59,102,"Wednesday, December 4, 2002","Friday, March 9, 2007",FALSE,FALSE,,1126
3248,mxXdUkpSjArbWsQ,224,"Thursday, November 2, 2000","Tuesday, August 2, 2011",TRUE,TRUE,,8169
3249,RLbhMVigBw9Lnmc,201,"Friday, September 9, 2005","Tuesday, January 16, 2018",FALSE,FALSE,,2438
3250,3wAB8NXXGDZNvXp,46,"Tuesday, August 9, 2005","Sunday, December 8, 2013",FALSE,FALSE,,2983
3251,bLfrdK0jNTihfDi,185,"Tuesday, December 28, 2004","Wednesday, July 25, 2012",TRUE,TRUE,,9251
3252,9wZlva2A3hB1pn3,169,"Tuesday, February 10, 2004","Sunday, July 13, 2014",TRUE,TRUE,,6817
3253,v5V6qSWPjdYa7b3,203,"Friday, May 2, 2003","Friday, March 18, 2016",TRUE,TRUE,,8425
3254,xkvJgkfC6AfgENO,200,"Sunday, November 9, 2003","Sunday, November 16, 2008",FALSE,FALSE,,9230
3255,Fxv04mAqc3rkGC2,266,"Friday, June 14, 2002","Monday, December 8, 2008",FALSE,FALSE,,8162
3256,IBvKVGdltbxuMCX,148,"Thursday, April 14, 2005","Tuesday, January 22, 2008",TRUE,TRUE,,7028
3257,vppwRmae8vlPfGw,67,"Sunday, February 19, 2006","Tuesday, December 2, 2008",TRUE,TRUE,,2930
3258,S0Ctxm8eikaxyby,111,"Tuesday, September 18, 2001","Wednesday, January 27, 2010",TRUE,TRUE,,1664
3259,EIcLckrm39wXuLI,190,"Wednesday, September 29, 2004","Thursday, March 8, 2012",TRUE,TRUE,,5121
3260,36rRo6VfZsdfTFA,216,"Friday, April 27, 2001","Sunday, February 24, 2019",FALSE,FALSE,,3667
3261,dY9L33NpcjnAUPC,129,"Wednesday, June 1, 2005","Monday, August 11, 2008",FALSE,FALSE,,7382
3262,OQdusX4iIKiWTfy,79,"Sunday, April 10, 2005","Wednesday, September 23, 2015",TRUE,TRUE,,2665
3263,HKjdBBgdhpmu4tL,218,"Thursday, November 7, 2002","Thursday, January 24, 2008",FALSE,FALSE,,5457
3264,QlVI5WlCIlNUFHJ,9,"Saturday, June 11, 2005","Tuesday, May 21, 2013",FALSE,FALSE,,5797
3265,Qpl6hjU5EuZLUlT,8,"Tuesday, May 18, 2004","Wednesday, December 14, 2011",FALSE,FALSE,,155
3266,Mv9b2UeBfprAGkC,267,"Tuesday, August 6, 2002","Friday, May 5, 2017",TRUE,TRUE,,8671
3267,yJ8WP4lpeVxVdLa,277,"Thursday, February 15, 2001","Sunday, June 17, 2007",TRUE,TRUE,,9095
3268,9UrLlojcRELgpQv,28,"Tuesday, February 19, 2002","Friday, October 18, 2013",FALSE,FALSE,,8727
3269,qsQ4JN72RPj3d3r,67,"Sunday, May 29, 2005","Sunday, January 22, 2012",FALSE,FALSE,,9217
3270,r951gEevX45TiH0,65,"Thursday, January 8, 2004","Sunday, June 21, 2009",TRUE,TRUE,,7150
3271,pssrYMIFXcNBAuL,26,"Friday, January 12, 2001","Tuesday, January 16, 2018",FALSE,FALSE,,3823
3272,vGi9U0RX00VvD9s,235,"Wednesday, July 11, 2001","Saturday, May 30, 2009",TRUE,TRUE,,3077
3273,DutwGWocqnGkGDl,281,"Monday, January 26, 2004","Friday, December 10, 2010",FALSE,FALSE,,2308
3274,qJZnzIct3RGikte,210,"Tuesday, January 29, 2002","Wednesday, August 19, 2009",TRUE,TRUE,,9508
3275,hct9w7ndxaNOz0f,192,"Tuesday, March 29, 2005","Sunday, November 6, 2011",TRUE,TRUE,,3811
3276,9svowiBU6SptuHU,141,"Tuesday, August 29, 2000","Wednesday, September 19, 2012",TRUE,TRUE,,531
3277,W5VjTdCT1wO1yB2,57,"Tuesday, August 16, 2005","Saturday, January 27, 2018",FALSE,FALSE,,3486
3278,TQHJpfN4qZnpuny,191,"Monday, September 23, 2002","Friday, May 23, 2014",FALSE,FALSE,,4958
3279,il7BEP04i9N4KLR,7,"Monday, November 21, 2005","Sunday, May 19, 2013",TRUE,TRUE,,5518
3280,dNuVaCfqDH4P3mK,239,"Wednesday, September 22, 2004","Tuesday, November 3, 2015",TRUE,TRUE,,7853
3281,oHJMjYVOzkCFjI6,215,"Thursday, July 12, 2001","Tuesday, July 5, 2016",TRUE,TRUE,,8094
3282,u7mIdNgqQw5Vees,169,"Wednesday, April 5, 2000","Monday, August 10, 2015",FALSE,FALSE,,9458
3283,eKmqSkkruybsGVW,152,"Friday, August 30, 2002","Thursday, August 18, 2011",TRUE,TRUE,,8006
3284,v8eTtj26P8D498L,99,"Wednesday, December 31, 2003","Sunday, May 28, 2017",TRUE,TRUE,,7511
3285,R3sofviR2hlGYAP,166,"Saturday, October 2, 2004","Friday, May 30, 2014",TRUE,TRUE,,5203
3286,t95D70PzrcpKStN,149,"Saturday, December 13, 2003","Friday, December 4, 2009",FALSE,FALSE,,5830
3287,FDVVB1ji7wwnN4q,106,"Saturday, October 13, 2001","Tuesday, October 25, 2011",TRUE,TRUE,,1005
3288,8S2kcdQeU2x4dqk,30,"Saturday, November 22, 2003","Wednesday, July 12, 2017",FALSE,FALSE,,6087
3289,7iK1Vm6LhCjq7eS,155,"Sunday, January 28, 2001","Wednesday, July 4, 2012",TRUE,TRUE,,5847
3290,vIKt7iFHWf5Gm9Q,256,"Saturday, July 3, 2004","Thursday, January 26, 2012",TRUE,TRUE,,7904
3291,shK2wKiLYjdvcke,144,"Sunday, August 17, 2003","Friday, March 9, 2012",TRUE,TRUE,,3043
3292,szW7EGTgyPB5PkU,110,"Wednesday, August 31, 2005","Thursday, March 20, 2008",TRUE,TRUE,,9848
3293,zE0RfLoX0DULNTd,49,"Monday, September 10, 2001","Wednesday, November 6, 2013",TRUE,TRUE,,9304
3294,fSd96cdNaOCcOTD,113,"Friday, May 30, 2003","Saturday, April 11, 2009",FALSE,FALSE,,1203
3295,zmBq8fELQA3KY3l,259,"Tuesday, January 3, 2006","Friday, August 28, 2015",TRUE,TRUE,,5542
3296,A5dpzxXhWH0bhct,290,"Wednesday, October 10, 2001","Friday, August 28, 2009",TRUE,TRUE,,4467
3297,M4zf5zQuk7jkgaM,153,"Monday, December 22, 2003","Monday, March 12, 2012",TRUE,TRUE,,3897
3298,bCCH22Zihn2iCbR,170,"Sunday, May 16, 2004","Monday, September 12, 2011",TRUE,TRUE,,6865
3299,jHtKsvkdBdxOnrF,50,"Monday, June 5, 2000","Sunday, August 19, 2018",TRUE,TRUE,,6632
3300,sezLFrd5cTuqXy2,87,"Tuesday, September 5, 2000","Friday, February 18, 2011",TRUE,TRUE,,267
3301,Utvwr8gP89QvR5w,93,"Saturday, January 12, 2002","Monday, January 7, 2013",TRUE,TRUE,,2241
3302,1km91oPaMv7sJuV,69,"Sunday, October 13, 2002","Monday, July 15, 2013",FALSE,FALSE,,6192
3303,B31Efqi0uzX3PGV,8,"Saturday, March 2, 2002","Tuesday, April 22, 2014",FALSE,FALSE,,1599
3304,DPVTfEgbx0uYWqF,119,"Friday, May 20, 2005","Saturday, February 12, 2011",TRUE,TRUE,,1255
3305,Ms3Wk1ex7caNhPv,258,"Saturday, December 7, 2002","Wednesday, October 15, 2014",FALSE,FALSE,,5567
3306,sveFw162tSWmEM9,79,"Monday, September 8, 2003","Tuesday, May 26, 2009",FALSE,FALSE,,6664
3307,1tC26NTy62F9sLk,148,"Sunday, March 10, 2002","Thursday, January 28, 2010",TRUE,TRUE,,7864
3308,CjKbOYnU94I4AxE,13,"Sunday, January 2, 2005","Thursday, June 10, 2010",TRUE,TRUE,,7909
3309,0hLu1eeuh3nIXrd,136,"Wednesday, February 18, 2004","Tuesday, April 8, 2014",FALSE,FALSE,,7067
3310,aP4XELXhRY0bjIa,195,"Wednesday, January 24, 2001","Saturday, January 20, 2018",FALSE,FALSE,,6000
3311,lI4LiggUXaPjXds,80,"Thursday, October 16, 2003","Friday, April 27, 2007",TRUE,TRUE,,2934
3312,b1HacAyD5cCcVs1,98,"Friday, November 17, 2000","Sunday, January 13, 2008",TRUE,TRUE,,73
3313,SVGNbghDYHoZ35a,129,"Sunday, April 27, 2003","Saturday, October 29, 2016",FALSE,FALSE,,8016
3314,323qtp16QJorze5,148,"Wednesday, August 14, 2002","Sunday, February 25, 2018",FALSE,FALSE,,6326
3315,hT9eWC9p5hooWob,237,"Thursday, January 16, 2003","Sunday, December 13, 2015",FALSE,FALSE,,9887
3316,YSuOYpml6LW2b3G,196,"Sunday, May 28, 2000","Monday, April 10, 2017",FALSE,FALSE,,1964
3317,akefB0W3T8uOah1,8,"Monday, June 12, 2000","Wednesday, February 14, 2018",FALSE,FALSE,,7887
3318,qwAyVW9kx7FHG5U,299,"Tuesday, January 24, 2006","Saturday, February 25, 2012",TRUE,TRUE,,7669
3319,xlzEgY0zXUDVF7m,227,"Wednesday, January 14, 2004","Saturday, January 13, 2018",TRUE,TRUE,,8076
3320,54zSrFa5iiuKgRi,72,"Tuesday, November 20, 2001","Thursday, January 8, 2015",FALSE,FALSE,,4414
3321,v8wRV0Gq8keBhqO,193,"Friday, August 23, 2002","Saturday, April 5, 2014",FALSE,FALSE,,7285
3322,mN32bBtgr6GnoNr,190,"Friday, February 14, 2003","Wednesday, November 4, 2009",FALSE,FALSE,,3855
3323,OXvaAonuttmNxhi,227,"Thursday, February 6, 2003","Monday, April 16, 2007",FALSE,FALSE,,7488
3324,Gin7U1LhQMo8GqR,140,"Wednesday, June 15, 2005","Wednesday, March 28, 2012",FALSE,FALSE,,9093
3325,t4SOldEDL4GAwZ1,132,"Tuesday, March 23, 2004","Saturday, August 27, 2016",FALSE,FALSE,,2770
3326,H1znyYgfok73Sos,173,"Saturday, August 27, 2005","Saturday, September 15, 2012",TRUE,TRUE,,9056
3327,uJqNgVv0jdmPZWf,171,"Sunday, March 16, 2003","Thursday, October 24, 2013",TRUE,TRUE,,4847
3328,2cXRMCWMAEO0RIP,60,"Wednesday, June 21, 2000","Friday, February 25, 2011",TRUE,TRUE,,1014
3329,77qtEWRF2n2YiWb,76,"Sunday, June 18, 2000","Thursday, December 10, 2015",TRUE,TRUE,,735
3330,fosfAX4GpPEqd5r,290,"Monday, September 20, 2004","Friday, December 2, 2016",TRUE,TRUE,,7473
3331,RFQ92t8GBjsij2Q,291,"Thursday, November 8, 2001","Sunday, January 12, 2014",FALSE,FALSE,,2336
3332,8zdN3BRAosSoHwg,27,"Wednesday, August 20, 2003","Friday, February 10, 2012",FALSE,FALSE,,4048
3333,gkPURslqq43e3Ii,132,"Thursday, July 3, 2003","Sunday, February 6, 2011",FALSE,FALSE,,3258
3334,9HIl3wTPzWaCpWA,207,"Tuesday, December 13, 2005","Thursday, April 17, 2014",FALSE,FALSE,,3047
3335,1PWQDWdoDRkdFxH,172,"Friday, August 31, 2001","Tuesday, January 3, 2012",FALSE,FALSE,,7907
3336,WuP7rTyUDCh79v9,288,"Sunday, June 30, 2002","Wednesday, October 28, 2009",TRUE,TRUE,,5600
3337,VlgpI7qN8rmNqV8,229,"Wednesday, December 20, 2000","Wednesday, July 16, 2014",FALSE,FALSE,,3945
3338,ARdsEdHf4VrSp4E,253,"Friday, August 13, 2004","Sunday, January 17, 2016",FALSE,FALSE,,7682
3339,F11JbFStfHqNf4N,151,"Monday, June 28, 2004","Saturday, November 10, 2012",FALSE,FALSE,,5722
3340,2PPaaTAXC8mPVcQ,121,"Wednesday, June 25, 2003","Thursday, October 16, 2014",FALSE,FALSE,,7215
3341,B5QzMmuKZj0CTEy,201,"Tuesday, February 22, 2005","Sunday, February 21, 2010",FALSE,FALSE,,1374
3342,5STSGnIZiZYui0V,260,"Friday, September 8, 2000","Sunday, June 19, 2011",TRUE,TRUE,,1936
3343,xvKOmnlh7QUa2T5,212,"Friday, January 2, 2004","Monday, April 9, 2018",TRUE,TRUE,,4279
3344,KbaSfqMVjS17K6v,235,"Tuesday, June 5, 2001","Thursday, June 7, 2012",TRUE,TRUE,,5911
3345,scaixgJkfcLLObk,41,"Wednesday, September 20, 2000","Wednesday, February 17, 2016",TRUE,TRUE,,9923
3346,spCjS7zdkxNvwww,213,"Sunday, May 26, 2002","Monday, June 9, 2014",FALSE,FALSE,,4833
3347,V4m38Pnh5F0HBNf,110,"Saturday, June 5, 2004","Friday, August 5, 2011",TRUE,TRUE,,3213
3348,XyVTBugCq6CMklh,176,"Monday, July 23, 2001","Thursday, April 10, 2014",TRUE,TRUE,,9619
3349,3TfnfCZYhlbRN3U,100,"Wednesday, September 6, 2000","Tuesday, February 3, 2009",FALSE,FALSE,,4663
3350,IbxSvBWXGIaAYK4,189,"Wednesday, January 12, 2005","Thursday, October 7, 2010",TRUE,TRUE,,1616
3351,fALfDvQZ1XllFvj,25,"Friday, September 2, 2005","Friday, January 21, 2011",TRUE,TRUE,,9829
3352,VEC9dIcbsPBL1DW,48,"Tuesday, October 14, 2003","Saturday, July 7, 2007",FALSE,FALSE,,481
3353,X3NcQy0yprrOZYP,41,"Tuesday, February 27, 2001","Saturday, January 20, 2018",FALSE,FALSE,,4366
3354,sJWDynwl8FOP8bb,52,"Tuesday, May 7, 2002","Thursday, April 19, 2018",FALSE,FALSE,,1748
3355,1Uv2HUzzrhpdu1E,272,"Saturday, December 20, 2003","Thursday, November 9, 2017",TRUE,TRUE,,8923
3356,h1sszgBy36SAs1v,124,"Saturday, August 31, 2002","Tuesday, July 14, 2015",FALSE,FALSE,,2320
3357,SuzhRqYrfjdGH2B,194,"Tuesday, February 24, 2004","Wednesday, November 29, 2017",TRUE,TRUE,,8446
3358,d4CSq5fb7hwMQmQ,273,"Thursday, January 24, 2002","Friday, November 5, 2010",FALSE,FALSE,,9879
3359,Buaf1XLR6xvVYyn,287,"Saturday, March 13, 2004","Tuesday, July 24, 2012",TRUE,TRUE,,6122
3360,jrRPRKgKLoLF5FJ,179,"Monday, September 5, 2005","Monday, January 13, 2014",TRUE,TRUE,,6042
3361,nICnpngxoSp3Bpm,71,"Wednesday, March 21, 2001","Tuesday, September 5, 2017",FALSE,FALSE,,6905
3362,gEZIRoTn5oCegfA,195,"Tuesday, December 4, 2001","Sunday, September 6, 2015",FALSE,FALSE,,1393
3363,YsOLc3Dz9JjHoWn,110,"Saturday, September 8, 2001","Tuesday, January 26, 2016",FALSE,FALSE,,6829
3364,kcSs6nZM236Fbcv,298,"Monday, February 16, 2004","Saturday, July 27, 2013",TRUE,TRUE,,7635
3365,cxomguAEX2auHDf,49,"Thursday, August 18, 2005","Monday, August 2, 2010",FALSE,FALSE,,2857
3366,EGUsR6iIldzvkVI,280,"Sunday, April 2, 2000","Friday, January 29, 2010",TRUE,TRUE,,4745
3367,m1aczoJZCbopVG5,262,"Saturday, November 15, 2003","Friday, January 6, 2012",TRUE,TRUE,,2247
3368,QtD4VhmeboFHpvz,203,"Friday, April 19, 2002","Sunday, April 11, 2010",FALSE,FALSE,,491
3369,mB3K2SZFsi5Geq4,10,"Monday, April 30, 2001","Tuesday, April 5, 2016",FALSE,FALSE,,8815
3370,Duh1emvYbsgsTjV,201,"Sunday, May 7, 2000","Friday, December 13, 2013",FALSE,FALSE,,2831
3371,EugyrqQJKzh2ON6,50,"Thursday, June 24, 2004","Wednesday, December 1, 2010",TRUE,TRUE,,6801
3372,t8h1bL3iZa1OkuC,78,"Friday, August 8, 2003","Monday, October 3, 2016",TRUE,TRUE,,4257
3373,0y3lILYan8rsStn,197,"Sunday, February 17, 2002","Thursday, May 3, 2018",FALSE,FALSE,,2467
3374,tulRX5ORHkX96RP,142,"Friday, January 7, 2005","Thursday, August 15, 2013",FALSE,FALSE,,3943
3375,d98Lxsf7eYawIQD,140,"Wednesday, October 23, 2002","Thursday, March 26, 2015",FALSE,FALSE,,2627
3376,HLhkkcVfI46QGT2,263,"Sunday, April 23, 2000","Thursday, June 11, 2015",TRUE,TRUE,,9331
3377,FGP0dFcbjqg7X36,25,"Sunday, November 4, 2001","Friday, August 7, 2009",TRUE,TRUE,,1061
3378,o5os4cfzseVGooy,145,"Friday, February 18, 2005","Wednesday, February 28, 2018",FALSE,FALSE,,7756
3379,ZoTlpvP9dzJxsoO,3,"Friday, December 29, 2000","Sunday, December 23, 2018",FALSE,FALSE,,9074
3380,XyN3cAXs9fxLOCt,29,"Wednesday, November 15, 2000","Monday, May 25, 2015",TRUE,TRUE,,1529
3381,w9IVuxTw8S6CFAz,230,"Thursday, September 7, 2000","Wednesday, December 28, 2016",TRUE,TRUE,,1627
3382,1ag26Q6yiqAOWPs,146,"Tuesday, September 3, 2002","Friday, October 26, 2007",FALSE,FALSE,,5662
3383,lXs8h1Xc12Ww3BC,299,"Monday, July 23, 2001","Monday, July 15, 2013",FALSE,FALSE,,7459
3384,Yo13bzPg8V2O0Ay,188,"Tuesday, October 19, 2004","Tuesday, August 11, 2015",FALSE,FALSE,,691
3385,ze0KX23RBINgjaC,31,"Thursday, September 20, 2001","Saturday, June 18, 2016",TRUE,TRUE,,2790
3386,uNHEP2aJGmUYWld,293,"Friday, October 14, 2005","Thursday, June 26, 2008",TRUE,TRUE,,4640
3387,bkiiBa8V8mowNwP,236,"Tuesday, May 7, 2002","Monday, August 17, 2015",TRUE,TRUE,,8453
3388,zjo3FiJyyxS2lFL,109,"Thursday, June 29, 2000","Friday, August 21, 2009",TRUE,TRUE,,7992
3389,usQlihPVXL0Ub3D,152,"Monday, December 12, 2005","Saturday, March 3, 2018",FALSE,FALSE,,3888
3390,ogVY8HhBFV02MQP,15,"Tuesday, May 20, 2003","Tuesday, August 14, 2007",FALSE,FALSE,,5342
3391,OTDq39ToQ3B46YD,93,"Monday, January 7, 2002","Thursday, October 16, 2014",FALSE,FALSE,,7886
3392,XgeSTCCZFtyeVLV,160,"Thursday, July 12, 2001","Monday, October 20, 2008",FALSE,FALSE,,8588
3393,tP6tpeKUwgcyW61,296,"Thursday, March 13, 2003","Saturday, December 31, 2016",FALSE,FALSE,,7182
3394,ZyxevwqoQjxFpZP,193,"Friday, February 23, 2001","Friday, October 2, 2015",TRUE,TRUE,,722
3395,ntKkMvFuEQpX0At,231,"Thursday, March 8, 2001","Tuesday, December 5, 2017",FALSE,FALSE,,6393
3396,oYeT6hySOIDgEDy,213,"Sunday, April 7, 2002","Sunday, June 20, 2010",TRUE,TRUE,,3087
3397,hwnaWxSu8iWkaHs,260,"Thursday, August 24, 2000","Friday, February 26, 2010",TRUE,TRUE,,8593
3398,hOR0UV0iMZvL12U,228,"Saturday, October 23, 2004","Thursday, September 4, 2008",FALSE,FALSE,,6695
3399,MrpQ1buEEyjA4nM,155,"Sunday, May 7, 2000","Tuesday, June 23, 2015",TRUE,TRUE,,841
3400,dAfGOnu1IInKSU7,6,"Friday, October 20, 2000","Sunday, March 27, 2016",TRUE,TRUE,,7961
3401,GpvdA87IVYaO80L,244,"Wednesday, January 17, 2001","Tuesday, April 26, 2011",TRUE,TRUE,,3415
3402,kapvKljMKI79YHJ,201,"Wednesday, May 31, 2000","Friday, July 8, 2016",TRUE,TRUE,,349
3403,lG6tkWvAhahSWLw,260,"Sunday, May 28, 2000","Wednesday, February 8, 2017",TRUE,TRUE,,2745
3404,Sw8OKcewyifncjv,59,"Monday, January 23, 2006","Monday, August 22, 2011",TRUE,TRUE,,8413
3405,tUNpH0ckzRkwvW8,15,"Saturday, April 19, 2003","Saturday, January 9, 2010",FALSE,FALSE,,4752
3406,036tgmAzjaHRGrr,13,"Wednesday, June 7, 2000","Saturday, February 18, 2012",FALSE,FALSE,,2565
3407,0II1aKGQnR7g0To,172,"Thursday, November 17, 2005","Tuesday, May 24, 2016",FALSE,FALSE,,4909
3408,M65vlnZMKqe17JP,6,"Sunday, April 9, 2000","Thursday, May 2, 2013",FALSE,FALSE,,4322
3409,cAh2xbSNmNNKeCo,162,"Friday, February 8, 2002","Wednesday, August 26, 2015",TRUE,TRUE,,1245
3410,u6aLtAnSKJm2UXO,58,"Wednesday, February 4, 2004","Friday, April 21, 2017",FALSE,FALSE,,9050
3411,Lgqc3d80CCe1C3N,177,"Saturday, June 11, 2005","Sunday, March 8, 2015",TRUE,TRUE,,3746
3412,DoGo9Ofp8he6zQq,191,"Sunday, May 14, 2000","Friday, March 4, 2011",FALSE,FALSE,,5853
3413,7LishMOSe0z2LDy,293,"Saturday, April 14, 2001","Saturday, November 22, 2014",TRUE,TRUE,,981
3414,ns7ooaMYMBD77bV,78,"Sunday, February 8, 2004","Friday, May 13, 2016",FALSE,FALSE,,8279
3415,JiF8x4GVU4dQn0Z,187,"Sunday, January 19, 2003","Sunday, May 27, 2007",TRUE,TRUE,,1713
3416,9rpVnxea2e2HaZG,283,"Friday, October 31, 2003","Sunday, January 13, 2019",TRUE,TRUE,,899
3417,R1Lwu45EeyNbArG,297,"Thursday, April 7, 2005","Saturday, March 23, 2013",FALSE,FALSE,,6749
3418,ZlFKe8MpHV5SoIk,284,"Wednesday, July 5, 2000","Friday, March 29, 2013",FALSE,FALSE,,9279
3419,IPKctNRQ7VTz4A0,4,"Thursday, October 14, 2004","Sunday, June 7, 2015",TRUE,TRUE,,238
3420,bI9BSxppSVtCNYH,191,"Wednesday, May 24, 2000","Saturday, June 28, 2008",TRUE,TRUE,,1888
3421,tskOL6mZ1RFSPoh,191,"Wednesday, February 28, 2001","Wednesday, November 28, 2018",FALSE,FALSE,,6272
3422,og0edSNPHjFFbHZ,35,"Tuesday, December 16, 2003","Saturday, April 9, 2011",TRUE,TRUE,,6413
3423,6hQm4LOWqgav4X8,259,"Tuesday, June 20, 2000","Monday, October 28, 2013",TRUE,TRUE,,9720
3424,VMXLM1ek1hu7mNY,256,"Thursday, July 1, 2004","Wednesday, April 27, 2011",TRUE,TRUE,,3235
3425,Sp6xENDBmj90Ldp,278,"Saturday, April 14, 2001","Sunday, December 31, 2017",FALSE,FALSE,,2164
3426,z84OonNPA4MixwT,211,"Wednesday, October 19, 2005","Monday, April 30, 2007",FALSE,FALSE,,314
3427,JoI3Q1uOMPPIw86,231,"Sunday, September 14, 2003","Friday, September 16, 2011",FALSE,FALSE,,7667
3428,7aQSkRr8Ke8EVuC,136,"Monday, January 21, 2002","Saturday, November 30, 2013",TRUE,TRUE,,2829
3429,aXrcqvXmXTbd6l7,161,"Saturday, February 24, 2001","Wednesday, July 1, 2015",FALSE,FALSE,,9790
3430,Dxub7yYjpK4Afdt,181,"Friday, December 13, 2002","Tuesday, November 6, 2018",TRUE,TRUE,,2748
3431,Yhit6L7Kcn8mKZf,15,"Sunday, September 4, 2005","Monday, June 17, 2013",FALSE,FALSE,,1730
3432,OP95CqxL4jQ0zt8,284,"Friday, March 25, 2005","Thursday, January 17, 2019",FALSE,FALSE,,9192
3433,DGifAuYxXr58Oa6,50,"Sunday, September 29, 2002","Sunday, August 2, 2009",FALSE,FALSE,,543
3434,qkS9X5qDX8kPp3y,264,"Monday, June 26, 2000","Thursday, December 6, 2018",TRUE,TRUE,,7436
3435,iCsrV7iFZUJGyAv,72,"Monday, August 15, 2005","Monday, March 12, 2018",FALSE,FALSE,,3143
3436,JogZHE8YYy38WCB,10,"Friday, February 9, 2001","Monday, August 1, 2016",FALSE,FALSE,,647
3437,EuKipxqqVMTCqRQ,54,"Sunday, June 6, 2004","Monday, May 24, 2010",TRUE,TRUE,,8156
3438,vexXj4MQlDUyzsA,66,"Wednesday, November 28, 2001","Sunday, February 10, 2019",TRUE,TRUE,,9439
3439,EzPXhg5tP4T2TwS,34,"Thursday, October 14, 2004","Tuesday, August 30, 2011",TRUE,TRUE,,4363
3440,8h8sURef3eE73Eh,119,"Sunday, August 6, 2000","Monday, April 18, 2011",TRUE,TRUE,,5987
3441,NZvWGLJEsi86A5n,247,"Friday, May 31, 2002","Thursday, February 5, 2009",FALSE,FALSE,,6125
3442,SS2eT9TbIG2sIxS,277,"Saturday, June 18, 2005","Saturday, August 4, 2012",FALSE,FALSE,,2
3443,8j5UaVaFyx3QjYi,198,"Friday, March 28, 2003","Friday, May 16, 2008",TRUE,TRUE,,7819
3444,RrdHFPnrmVaXGru,135,"Monday, December 15, 2003","Thursday, January 22, 2015",FALSE,FALSE,,3607
3445,6K0avt76CJo68ti,75,"Saturday, August 2, 2003","Wednesday, June 23, 2010",FALSE,FALSE,,1865
3446,d4mjn84fNJExR1l,142,"Tuesday, October 29, 2002","Tuesday, March 5, 2013",FALSE,FALSE,,2447
3447,FWszmh9vHSzUXYL,221,"Tuesday, October 22, 2002","Wednesday, August 1, 2012",FALSE,FALSE,,7133
3448,zUo8yyTLZilMqkm,26,"Wednesday, May 17, 2000","Friday, October 31, 2008",TRUE,TRUE,,1273
3449,D2A7sxRQKxMUxSd,155,"Sunday, February 4, 2001","Wednesday, September 11, 2013",TRUE,TRUE,,5591
3450,ZHgpgvoSmu5SNqu,99,"Monday, September 19, 2005","Sunday, February 28, 2016",TRUE,TRUE,,3719
3451,9GzvyTrCiSpvknC,165,"Wednesday, May 31, 2000","Saturday, October 3, 2009",FALSE,FALSE,,2224
3452,mOYioLQaahozgxb,68,"Friday, September 21, 2001","Saturday, January 4, 2014",TRUE,TRUE,,8781
