ID,name,quantity,date_from,date_to,scrapped,is_material,note,Branch
1595,GeBPijuUP6veusY,265,07/12/2001,19/07/2016,TRUE,TRUE,,769136
1596,otjrJ7vQwaJoopL,51,08/10/2000,29/10/2015,FALSE,FALSE,,787447
1597,Ihz334p5640LnF9,4,01/07/2001,28/11/2013,TRUE,TRUE,,950596
1598,7PSlmyvkOAZ5W3f,145,30/07/2003,04/03/2017,TRUE,TRUE,,57862
1599,b2puOjZJY5oWUUG,21,13/07/2001,30/03/2014,TRUE,TRUE,,549502
1600,e0WVfxZuIL5GzAb,299,03/10/2000,28/05/2011,FALSE,FALSE,,303489
1601,Xvv8Yjy29tsDy3I,76,09/03/2003,22/04/2014,TRUE,TRUE,,84566
1602,S3H5nFcrEHBnwtl,34,08/12/2002,02/11/2009,FALSE,FALSE,,519886
1603,gNOdSmXIZGpr7Vo,76,01/05/2000,12/11/2015,FALSE,FALSE,,61215
1604,t4I4mTzSTH2OOve,193,24/07/2002,21/10/2013,TRUE,TRUE,,626909
1605,lPSr9rvqZjrPOww,253,01/02/2001,07/08/2005,TRUE,TRUE,,447223
1606,HbylndagaBEglUZ,36,04/12/2002,27/02/2014,TRUE,TRUE,,770901
1607,BlP0ceRAN1P7FwF,86,18/07/2000,11/05/2005,FALSE,FALSE,,660005
1608,dSveE117fm1Kq8h,238,23/03/2001,22/03/2014,FALSE,FALSE,,148783
1609,pc0IwPRaM8LfgJA,117,05/01/2003,02/10/2017,TRUE,TRUE,,628858
1610,xY1odBQo9YYAytW,173,11/07/2001,19/04/2009,FALSE,FALSE,,439093
1611,K123XnnmN80Zws6,272,29/11/2002,18/04/2011,FALSE,FALSE,,844128
1612,Xiz0nyKa2TJYvmv,227,18/08/2002,24/12/2005,TRUE,TRUE,,858555
1613,addyZ9AFP9EyvkK,206,13/06/2000,17/12/2015,FALSE,FALSE,,2253
1614,9kGQeZxwYMUqldT,43,20/01/2000,24/07/2013,TRUE,TRUE,,908167
1615,KDWP6Uje7ZZ4yvk,82,11/06/2003,27/03/2013,TRUE,TRUE,,46129
1616,MjSR4XjgbTWagc2,230,30/08/2000,19/10/2011,FALSE,FALSE,,613507
1617,4PnuzwnRltvQMCC,249,07/08/2002,12/10/2007,FALSE,FALSE,,224157
1618,ysXLarxP19I6wlg,217,21/05/2000,14/01/2004,TRUE,TRUE,,137212
1619,0HUykZUHpAEPFLC,291,09/06/2003,03/10/2009,FALSE,FALSE,,489806
1620,qkLYjzGWGjkdbQk,239,02/05/2002,24/08/2014,FALSE,FALSE,,123569
1621,dnkGLPVZS4yJsGK,290,20/06/2001,25/08/2015,FALSE,FALSE,,750846
1622,EeKcBm0fQFMfP4U,69,22/10/2000,10/06/2007,TRUE,TRUE,,901572
1623,jEIOn4iIAHuL7RR,291,23/06/2003,01/12/2017,FALSE,FALSE,,62286
1624,aasqc8et7chsQnK,196,08/02/2000,20/09/2009,TRUE,TRUE,,711227
1625,9n8cB5A1AMezchI,75,12/03/2001,07/09/2012,TRUE,TRUE,,648844
1626,FZQqLTio2cVfR5g,160,28/09/2000,16/07/2011,TRUE,TRUE,,263170
1627,kHCUhmzII6gtLy3,283,27/04/2000,10/05/2011,TRUE,TRUE,,500433
1628,ZHXKeKrlVkLfUV0,154,07/02/2000,08/07/2007,FALSE,FALSE,,900356
1629,oUm1laEuGHfb7ov,247,25/09/2002,18/09/2012,FALSE,FALSE,,522592
1630,VAESaup0c00EtuK,37,06/06/2001,16/05/2005,FALSE,FALSE,,18788
1631,o0NzRxGYkPZ9bqX,248,16/04/2002,30/11/2007,FALSE,FALSE,,751326
1632,pnA2M5f0Iv3cBKC,224,24/03/2003,25/08/2007,TRUE,TRUE,,272520
1633,d4rSZPvJPlKFfXT,270,30/03/2000,28/02/2004,TRUE,TRUE,,511039
1634,EQjTcVGJWtAyisf,42,09/09/2001,05/02/2008,TRUE,TRUE,,106641
1635,8BlXJ3j5HV9L0wP,15,16/06/2000,04/08/2014,TRUE,TRUE,,756345
1636,Dxw2g4fYcdUfvN0,130,09/04/2000,23/03/2009,TRUE,TRUE,,2661
1637,rAH2vXbLCFFxDla,145,02/12/2001,17/06/2012,FALSE,FALSE,,501813
1638,MKM2XkydDy4XfqG,265,17/04/2002,08/03/2008,FALSE,FALSE,,976430
1639,KFqWShFTAjNOTpe,81,19/03/2003,15/03/2010,FALSE,FALSE,,742627
1640,MbxDOWVPzNfIGuR,246,26/03/2003,08/03/2016,FALSE,FALSE,,282063
1641,TzBb62XdUFFSQwM,261,02/11/2001,06/10/2004,TRUE,TRUE,,718712
1642,BwkUYLXJi5hTx2U,39,15/04/2003,30/04/2014,TRUE,TRUE,,4434
1643,ohmoWGjfu5GxI54,211,15/02/2001,13/02/2007,TRUE,TRUE,,161648
1644,cakUKNDpTunveMy,287,23/06/2000,09/09/2009,FALSE,FALSE,,544070
1645,XG1Pcb7fx3p9Lkr,15,14/07/2001,23/04/2011,TRUE,TRUE,,689618
1646,uJn2g6jz0wHLa1S,205,30/05/2001,18/01/2010,TRUE,TRUE,,61044
1647,LqqeitlzgrSUmQ6,32,05/03/2001,22/05/2015,FALSE,FALSE,,933966
1648,p7L3tIqXrUP3VRD,155,19/01/2001,09/06/2008,TRUE,TRUE,,205787
1649,zQoqTesx43va5xi,183,10/10/2000,01/04/2017,FALSE,FALSE,,147133
1650,eyy2NAhy142CqX0,158,13/03/2003,21/11/2008,TRUE,TRUE,,868704
1651,ZudpzBM3mzp45q2,68,03/01/2001,05/08/2013,TRUE,TRUE,,348100
1652,HWpd7DrNeyQDJC3,205,18/06/2002,21/11/2009,TRUE,TRUE,,645011
1653,eVO4yJNYerphaov,291,17/02/2001,09/08/2011,TRUE,TRUE,,243460
1654,aL84i7lJZdsdSpp,14,16/07/2002,12/03/2014,FALSE,FALSE,,422665
1655,5s233CTO5X7Pe6t,19,28/05/2001,06/11/2014,TRUE,TRUE,,580085
1656,fxrv0svLsmPtPfa,120,27/04/2002,21/11/2013,TRUE,TRUE,,106078
1657,vqPtrh6pUYOldEp,61,01/04/2000,03/11/2004,TRUE,TRUE,,802986
1658,PBeewUFFmFCfbAF,90,02/10/2003,20/04/2010,FALSE,FALSE,,584223
1659,sZXIymLeFbgcLhE,45,18/12/2003,26/03/2014,TRUE,TRUE,,887235
1660,RNXi1es19D5r7xc,254,15/04/2003,07/04/2006,FALSE,FALSE,,336495
1661,R4S9yGnI6hZx6N7,239,14/02/2000,09/08/2015,TRUE,TRUE,,630795
1662,pQNpUZ0UfkkZ2L7,85,08/06/2001,02/07/2007,FALSE,FALSE,,951418
1663,Pq24ls0wNJzadlH,171,13/02/2000,29/10/2008,FALSE,FALSE,,53637
1664,2hydtkIm4Fs7Z41,221,01/01/2001,13/10/2011,FALSE,FALSE,,860183
1665,jofNXhrVCsLCSdi,209,19/12/2001,14/11/2015,TRUE,TRUE,,122574
1666,tD7ZAwIp9K6mYgi,9,19/05/2000,17/11/2006,TRUE,TRUE,,714317
1667,Dh2t2fIujodt5C6,17,27/10/2001,06/08/2008,FALSE,FALSE,,245241
1668,9rUF6Y2e86PP5Gp,239,21/12/2002,06/08/2009,TRUE,TRUE,,663346
1669,UB10Wpe4W2xyonP,176,27/02/2003,13/06/2015,FALSE,FALSE,,786876
1670,MjK3ETXFdlXBnmR,225,25/05/2000,14/11/2016,TRUE,TRUE,,338487
1671,DtNhy4yMBJFUBSi,130,02/03/2002,10/01/2004,TRUE,TRUE,,204488
1672,c18x08YhYBkJhpq,169,17/09/2002,03/11/2004,FALSE,FALSE,,30466
1673,PDIv5bYYkWC0ZLL,210,02/09/2003,23/08/2015,FALSE,FALSE,,120742
1674,tA1ngIlSWk4Pvck,59,10/03/2000,14/06/2004,FALSE,FALSE,,901020
1675,nr9rJEhxcMaguDN,132,13/04/2000,08/07/2016,TRUE,TRUE,,819623
1676,fNMrkUllJ3amlNf,112,01/02/2003,31/05/2012,FALSE,FALSE,,36729
1677,KWy9ClhR5n1UF21,248,09/06/2003,08/03/2012,FALSE,FALSE,,525339
1678,As3hGeTHeZ8wlHS,267,20/07/2003,19/07/2004,FALSE,FALSE,,996641
1679,uauRXNgrFC3nuyJ,163,13/05/2003,10/02/2006,FALSE,FALSE,,892917
1680,eQQb1nSfNVDizGL,135,23/07/2002,08/03/2012,FALSE,FALSE,,632050
1681,zu6fSa73Y27QPNY,176,12/06/2002,23/01/2004,FALSE,FALSE,,511666
1682,7yXbo4Z0VC3V945,32,03/09/2000,29/03/2011,TRUE,TRUE,,345288
1683,GCYUHbPpDVmjbt7,163,06/03/2000,04/05/2015,FALSE,FALSE,,992700
1684,U5QDPHgqnh2BfNl,191,21/12/2003,22/11/2012,TRUE,TRUE,,382525
1685,v4GMk8a0Vxg8mxN,30,15/04/2001,28/09/2014,TRUE,TRUE,,232621
1686,iMCOcHNAWdMZdDj,133,19/05/2002,14/09/2010,TRUE,TRUE,,172317
1687,nYfKK2OgVBwYm3q,90,15/05/2000,17/05/2011,FALSE,FALSE,,401115
1688,VtQfMdDpAysrzLl,294,21/08/2000,22/02/2015,FALSE,FALSE,,10088
1689,qyyWgOm2gyI7BIi,215,12/05/2002,20/06/2009,FALSE,FALSE,,109064
1690,yRu0kybgsgpPSej,30,03/09/2002,22/02/2009,TRUE,TRUE,,1073
1691,U5MwLhuGVs72C5A,210,06/04/2002,01/08/2008,FALSE,FALSE,,389744
1692,wzrPA7RRvQ2Oth8,273,08/03/2002,02/10/2017,FALSE,FALSE,,219376
1693,jhXjk4ys5ZsD0Uu,203,31/12/2002,25/11/2011,TRUE,TRUE,,372329
1694,UcV2nAcUdba3rKW,19,10/03/2001,22/08/2015,FALSE,FALSE,,204098
1695,merNS0vulQcc0RY,78,03/04/2001,14/01/2011,TRUE,TRUE,,312516
1696,64oWHCyU5BfuHLk,198,17/06/2002,31/01/2016,FALSE,FALSE,,714401
1697,I5uqKsYYIV6GXdN,192,11/12/2002,23/08/2015,TRUE,TRUE,,611792
1698,mxLZdQX5W8HEnuS,37,22/04/2002,30/01/2010,FALSE,FALSE,,301533
1699,cvQ0ehtcAh5M9pF,165,13/09/2002,18/05/2011,FALSE,FALSE,,521880
1700,KmVnH1KeIAfHE1b,118,25/07/2000,04/04/2014,FALSE,FALSE,,308016
1701,WtHmq8kSFT4Xz3q,224,25/08/2003,07/08/2008,TRUE,TRUE,,639449
1702,817kzzUlgvHD1cC,275,14/09/2003,16/08/2010,FALSE,FALSE,,245066
1703,MeoKqPkE5sGnrPd,176,06/01/2002,30/07/2017,TRUE,TRUE,,10883
1704,lHlgqLHa7nVpa0f,164,21/12/2002,01/08/2017,FALSE,FALSE,,236935
1705,Odl85WGCfFH8iOg,294,30/03/2002,17/05/2006,FALSE,FALSE,,982864
1706,s3opWdXhjcrgbBQ,73,21/12/2003,02/05/2011,FALSE,FALSE,,429910
1707,FXI5B2B88NcbWJl,225,23/10/2003,04/12/2013,FALSE,FALSE,,936558
1708,SaqObRMbtRGPlhj,202,10/01/2002,22/04/2017,TRUE,TRUE,,79607
1709,Hb4YeUowBtcVth6,79,14/06/2002,10/02/2011,FALSE,FALSE,,320730
1710,3R4hGCoglTzRDO6,135,26/09/2003,14/07/2014,FALSE,FALSE,,997362
1711,wl4pIRAsOlDuO5r,239,22/12/2001,10/04/2016,FALSE,FALSE,,489877
1712,CQoFyEVCATau0dB,249,12/07/2002,21/06/2004,FALSE,FALSE,,662013
1713,frruizM9mFBVmZh,213,17/07/2003,16/12/2004,FALSE,FALSE,,965200
1714,ZJwCVylhuTWnRbe,68,18/10/2002,02/07/2012,TRUE,TRUE,,839983
1715,99DzRhDfdJqZ6QR,129,14/05/2000,23/11/2006,FALSE,FALSE,,668611
1716,RtQMxdur1Vzhsdw,93,21/09/2001,13/02/2012,TRUE,TRUE,,45747
1717,pES4GjL6wAxwTpp,279,08/12/2000,07/02/2010,FALSE,FALSE,,119727
1718,6lfTOcwKmIYcxuw,189,23/05/2001,14/08/2005,FALSE,FALSE,,451431
1719,HsCnqkp8CK8qmih,6,06/06/2002,11/12/2008,FALSE,FALSE,,626276
1720,RI5UVHb2bHuth6h,220,01/03/2003,11/03/2013,TRUE,TRUE,,287880
1721,4ImVYMX3yYbtorC,158,09/04/2000,19/01/2017,TRUE,TRUE,,653430
1722,9IuV2Su9Va9zhD4,113,21/05/2002,29/04/2017,FALSE,FALSE,,151657
1723,Iy7Jq0YmyZEmi5F,206,01/09/2002,07/12/2011,FALSE,FALSE,,153400
1724,bVM2hKENEuexzpj,177,21/10/2001,16/08/2015,TRUE,TRUE,,779586
1725,Ofxej1qauOfMuQO,296,22/03/2000,25/04/2012,FALSE,FALSE,,464072
1726,dhdqoKhtcToRsf3,241,30/01/2000,11/05/2013,TRUE,TRUE,,415130
1727,Vyn1gU2FBGTNtFE,290,19/12/2001,04/08/2014,TRUE,TRUE,,203397
1728,fzMmEAEEzSV3258,233,04/06/2003,13/02/2005,FALSE,FALSE,,622122
1729,5LfzJp0WEBfpd6F,72,24/05/2001,04/07/2016,FALSE,FALSE,,88453
1730,f9irM1z0gJyiPqn,150,20/01/2002,28/12/2007,TRUE,TRUE,,773103
1731,cuMnBU0hBopRo2K,201,22/11/2001,30/06/2004,FALSE,FALSE,,291240
1732,hwaerwOPXuGnMey,289,04/04/2002,16/08/2004,TRUE,TRUE,,557050
1733,Qw7CoihBZehZDU2,130,05/07/2000,11/09/2007,FALSE,FALSE,,112420
1734,opLMAo1rqaARMsL,167,14/10/2000,17/04/2006,FALSE,FALSE,,749003
1735,KmxpwoT8tA2WzY0,205,12/06/2002,13/03/2006,TRUE,TRUE,,834429
1736,azcsuqwBqzCDB4w,205,26/10/2003,16/07/2012,FALSE,FALSE,,362951
1737,zk8SXUD0JVy1Q9T,30,28/01/2002,23/08/2013,FALSE,FALSE,,469117
1738,zX0oTobTH5GytSf,293,25/01/2001,16/07/2009,TRUE,TRUE,,967635
1739,0nzU7IHzGh7NM0q,111,01/06/2000,01/06/2017,TRUE,TRUE,,684941
1740,Zz4KWx4bcdBl8Kx,295,19/04/2001,24/05/2016,TRUE,TRUE,,710794
1741,R4ZM4NwvfhSMpuu,14,24/06/2000,28/12/2011,FALSE,FALSE,,908040
1742,T9EgEZyCkF2ePhP,72,30/12/2003,03/08/2011,TRUE,TRUE,,32230
1743,8PoNzr5J7lNsPaI,145,08/09/2003,15/02/2012,FALSE,FALSE,,201553
1744,4GVvb9HDBFJJzuX,284,08/03/2003,07/04/2010,TRUE,TRUE,,774256
1745,lONJ6bDhw4kkYgl,31,17/09/2001,05/08/2005,TRUE,TRUE,,675494
1746,MQQF3UE1u0v33En,32,10/08/2001,19/11/2014,FALSE,FALSE,,633924
1747,1WqgrQ36PuLwc2k,158,22/06/2002,07/07/2006,FALSE,FALSE,,397444
1748,rSfdhPf6JB7XVDj,264,04/09/2002,04/06/2013,FALSE,FALSE,,456241
1749,nTFesGM9o97Xcrf,203,15/07/2003,16/07/2009,TRUE,TRUE,,923011
1750,PG0OhhJQN45aba4,231,09/06/2003,25/04/2015,FALSE,FALSE,,346054
1751,e2SlHQs8hdAWuGc,246,26/05/2002,07/07/2011,TRUE,TRUE,,537915
1752,vqhebvIBcCo0pGn,63,15/11/2003,09/12/2009,FALSE,FALSE,,130970
1753,YOKPgGBWuWkLeGr,261,16/12/2003,09/06/2008,FALSE,FALSE,,17509
1754,ye3CbHF5rDh8v56,192,16/12/2001,14/02/2010,TRUE,TRUE,,417989
1755,EVgyy7FB2smHTTO,147,21/11/2001,07/06/2013,TRUE,TRUE,,922197
1756,dgYGV1qn9WvjG2G,135,05/07/2003,28/01/2011,FALSE,FALSE,,903947
1757,uJuFIf9YpUaq4h0,277,09/01/2002,08/12/2009,FALSE,FALSE,,629098
1758,6qIynT43hkr5i11,234,13/01/2002,20/10/2004,TRUE,TRUE,,536642
1759,B0oDnlPyWLy0kCB,155,23/04/2000,27/06/2006,TRUE,TRUE,,789665
1760,tsWR74VwZlcQz39,139,28/03/2002,22/11/2009,FALSE,FALSE,,618854
1761,7pYNZFYiX422hZR,139,30/07/2002,14/06/2007,FALSE,FALSE,,704972
1762,1uwDuIT0I9P7iAf,21,06/11/2003,25/04/2005,TRUE,TRUE,,789510
1763,1a863ALbhhVlfmv,170,05/10/2000,24/07/2016,TRUE,TRUE,,181622
1764,ieezGR7Xd2rU3O9,20,03/09/2002,22/01/2013,FALSE,FALSE,,603698
1765,iLXXEWQDbUfqlbQ,116,19/11/2001,24/03/2011,FALSE,FALSE,,346829
1766,9ervCXpRRhFkAYg,133,18/07/2000,07/03/2015,TRUE,TRUE,,781343
1767,OJFITaB7ZF1iSZ7,252,10/08/2001,29/06/2009,FALSE,FALSE,,770730
1768,7pQ5kE4f9xNjI8H,21,23/03/2003,13/06/2008,FALSE,FALSE,,569305
1769,7lqB8Ag1gWuvBzA,288,10/12/2001,19/12/2016,FALSE,FALSE,,70180
1770,KmTjt8mTRmdOdBx,210,25/01/2000,02/12/2006,TRUE,TRUE,,970499
1771,zpbMXqQ45xYMSwX,38,11/07/2001,02/04/2011,TRUE,TRUE,,487069
1772,iosZxk1A24TLG35,61,16/01/2002,18/10/2010,FALSE,FALSE,,561262
1773,10iu7PXmKzBieHN,158,28/02/2000,12/04/2015,FALSE,FALSE,,429417
1774,ZBEZhIycK6tSQ5o,280,25/12/2003,28/09/2014,TRUE,TRUE,,415639
1775,SA8LSg9RZhOTNmr,63,25/12/2001,20/06/2009,TRUE,TRUE,,349712
1776,XYwXrklDhOH0R1Z,222,01/06/2003,24/09/2013,TRUE,TRUE,,32913
1777,ieOgoXgvC5HN3s7,189,28/09/2002,19/10/2014,TRUE,TRUE,,943748
1778,LFGwfCFZqIFWg21,178,17/03/2002,17/05/2011,FALSE,FALSE,,717095
1779,Xp5xUvCcxcSZ8h3,12,09/10/2002,08/12/2012,FALSE,FALSE,,660844
1780,QigdND6q8IWKmVX,16,06/02/2003,26/01/2013,TRUE,TRUE,,942007
1781,s5iiho2YxDMf8jY,105,05/04/2000,20/05/2014,TRUE,TRUE,,444870
1782,W9W7yJ1dOeIYIbd,149,13/11/2003,22/10/2013,TRUE,TRUE,,201219
1783,cHRgXgEVtKpfa94,100,26/10/2002,07/05/2012,FALSE,FALSE,,532393
1784,GXjBQbzVuVCj707,21,21/10/2001,13/01/2005,FALSE,FALSE,,335909
1785,gKEuP1jVfRJeTcs,248,01/08/2001,09/07/2007,TRUE,TRUE,,427045
1786,4LQHBuiLLuRvkee,144,05/11/2000,03/04/2006,FALSE,FALSE,,494474
1787,zqKgFcQ6iVqSOdh,177,24/11/2002,09/11/2007,TRUE,TRUE,,792150
1788,glUSmLPqILEYoGR,6,02/11/2000,24/05/2011,FALSE,FALSE,,558078
1789,PlNI5QfAJi15n5J,129,06/09/2000,18/03/2005,FALSE,FALSE,,700280
1790,OhBVMgmTFWkChN5,169,13/07/2000,26/03/2013,TRUE,TRUE,,895242
1791,j4riBljvtqtdp7C,73,14/12/2003,14/03/2015,FALSE,FALSE,,441052
1792,yJeBTEbB7ml4uDv,7,11/04/2002,06/12/2011,TRUE,TRUE,,720499
1793,dlgb8fDVoMbFuZm,84,12/03/2003,15/10/2009,FALSE,FALSE,,81013
1794,IPTJzGl80zc4k9H,164,03/03/2000,03/05/2008,TRUE,TRUE,,628356
1795,mANF0lGt30PtMzG,253,15/11/2001,04/02/2009,TRUE,TRUE,,337164
1796,wvodln0YOMFX39O,106,25/02/2002,09/02/2011,TRUE,TRUE,,872476
1797,zlyviuSBME0bQSN,121,22/02/2002,14/09/2006,FALSE,FALSE,,937587
1798,LKjVEae49wBCmqc,239,05/05/2003,13/05/2006,TRUE,TRUE,,933558
1799,cYouAmqc7WjtpHo,108,28/08/2000,23/05/2010,FALSE,FALSE,,616277
1800,Gg983Qvn2mBzK9J,104,24/10/2001,15/04/2014,TRUE,TRUE,,670481
1801,Xo3uFtHeh4GqeDF,240,11/09/2002,30/10/2006,TRUE,TRUE,,282169
1802,wD7RIZ6s7gm22x3,274,28/06/2001,08/09/2013,TRUE,TRUE,,250827
1803,83DoeAWg4SpJNYe,45,10/02/2000,04/09/2010,FALSE,FALSE,,660496
1804,MuMSLrcuMKf3Dcf,79,15/08/2001,23/03/2009,TRUE,TRUE,,659132
1805,qiEuJv3b6RQJOtl,62,28/09/2003,19/01/2015,FALSE,FALSE,,80443
1806,iPfY6FgmXfIY9CY,183,15/08/2003,20/04/2017,FALSE,FALSE,,479430
1807,WG9loveChlgYCAM,224,24/03/2003,27/02/2014,FALSE,FALSE,,908880
1808,xx2vGbBnXj8gAtt,195,13/10/2000,25/07/2014,FALSE,FALSE,,219454
1809,iQ9ZM7JJP18lQbJ,150,24/05/2002,26/01/2009,TRUE,TRUE,,343381
1810,d6f6JYq4QhKBNKm,246,21/01/2000,02/07/2016,FALSE,FALSE,,625207
1811,ctquRBJeltAnMGd,87,03/05/2000,12/04/2005,TRUE,TRUE,,840767
1812,0wPtvY5Njqo9J9g,8,07/02/2003,21/02/2010,TRUE,TRUE,,386052
1813,VEHT44N2UbP3uzU,22,14/05/2002,05/03/2016,TRUE,TRUE,,345721
1814,65EMOqH1QaUy4ov,129,13/12/2002,07/08/2009,TRUE,TRUE,,84620
1815,vgPkLxEtV89JqGu,37,23/12/2003,13/10/2014,FALSE,FALSE,,564245
1816,LsbGzJJ8ocJ2QFm,78,22/10/2003,31/10/2008,TRUE,TRUE,,599588
1817,FSXGRQilM9Fmngy,251,20/11/2002,12/12/2005,FALSE,FALSE,,190318
1818,L5R1GuAo6t1w1XL,180,09/07/2000,02/07/2009,FALSE,FALSE,,468549
1819,GZEL4U3kWGUQtFP,25,16/03/2000,20/09/2013,FALSE,FALSE,,993420
1820,8qTPGu3Z4AU6cCZ,288,24/02/2002,08/02/2004,TRUE,TRUE,,569950
1821,puP43wulL6njUPW,133,09/03/2003,07/11/2005,TRUE,TRUE,,869621
1822,1xXlparexa9neBN,174,02/04/2003,24/12/2016,TRUE,TRUE,,7086
1823,es34TJF25B9WAff,277,30/10/2003,09/06/2014,TRUE,TRUE,,760310
1824,yOiklAhdLKryjeR,271,19/12/2000,19/03/2017,TRUE,TRUE,,463842
1825,SUbhlI5Cje5hSTB,135,24/02/2002,11/10/2015,FALSE,FALSE,,644062
1826,DwwmIed7tTqF6kC,232,27/04/2002,02/01/2012,FALSE,FALSE,,191752
1827,TfawtwR4EiVJZbA,136,08/08/2002,12/05/2016,FALSE,FALSE,,318029
1828,VfDLFkgxzy8DL9h,121,15/06/2000,19/08/2015,TRUE,TRUE,,100138
1829,x3QnaXRHvXQNs87,248,26/06/2000,14/06/2004,TRUE,TRUE,,339018
1830,LEMlZA6DSSqPJZa,206,29/10/2003,19/12/2010,FALSE,FALSE,,931679
1831,Qv57eYVzrPTFfVX,94,11/06/2000,17/05/2010,FALSE,FALSE,,788837
1832,d86KusKIuIOBGx3,106,05/07/2000,13/01/2016,TRUE,TRUE,,228278
1833,ACMxSEjtmBaYo6h,41,12/05/2002,12/02/2004,TRUE,TRUE,,131387
1834,IuBFuD4sLup8UcE,198,03/02/2002,14/01/2010,FALSE,FALSE,,312860
1835,oo1Fq6aa2JTin17,156,09/02/2001,17/07/2007,FALSE,FALSE,,540622
1836,Aj0T7WPZGGZCmfx,72,08/05/2001,17/07/2004,TRUE,TRUE,,999033
1837,QSSuyBVslpWkH5w,22,10/11/2003,25/02/2008,TRUE,TRUE,,516387
1838,mK9YXW7AWqE7oRE,22,06/06/2002,25/04/2006,TRUE,TRUE,,447970
1839,7G0RdMV2HL1VUOT,123,08/12/2001,02/08/2005,FALSE,FALSE,,657572
1840,JDH99LndsZPHt2e,215,09/06/2003,18/03/2013,TRUE,TRUE,,979395
1841,EpSyid0IyUJO3I9,67,08/02/2000,10/08/2006,FALSE,FALSE,,703380
1842,D5JetJRl74gUpJ5,122,30/07/2001,29/04/2014,FALSE,FALSE,,312992
1843,0X6csOxixfhqoEL,262,12/12/2001,30/01/2007,TRUE,TRUE,,25850
1844,U5VZf3gDf2wUJPq,216,31/12/2000,30/01/2017,TRUE,TRUE,,874610
1845,1OMmGo4DxYScISl,9,30/01/2001,07/04/2009,FALSE,FALSE,,422556
1846,GVyg6AF87ooTbYO,260,06/02/2003,11/02/2008,TRUE,TRUE,,888797
1847,FKo64Xho09SGh0X,64,04/12/2001,20/06/2006,FALSE,FALSE,,205998
1848,RH0JedwvK10bCDQ,37,29/04/2003,10/06/2010,FALSE,FALSE,,26094
1849,xb4Fn3arZnQreWf,155,28/08/2001,15/10/2005,FALSE,FALSE,,113522
1850,CkUAwhmX9rB1pg7,128,05/03/2003,31/08/2005,FALSE,FALSE,,370323
1851,aWf5YVThQlTFrnF,191,03/09/2001,02/10/2013,TRUE,TRUE,,954497
1852,CxrXY2VakVKHclV,214,08/01/2002,03/01/2006,FALSE,FALSE,,361122
1853,GpkawvgdyWhlJ1t,289,02/10/2001,07/02/2013,FALSE,FALSE,,209986
1854,TQ5YvAxXBSMvAxj,195,02/08/2000,14/01/2006,TRUE,TRUE,,249110
1855,q5sY0PvRocfkECV,222,12/04/2000,19/08/2017,TRUE,TRUE,,850772
1856,1NpeoIsusFFF9LC,134,18/12/2003,01/12/2009,FALSE,FALSE,,238264
1857,2D7pdClAH8BGw9T,235,27/01/2003,24/06/2011,TRUE,TRUE,,740103
1858,sR7nMRmwbwFuFPC,141,29/03/2000,17/02/2007,FALSE,FALSE,,3347
1859,ONomZoGbkuvoW4q,122,29/09/2000,12/11/2005,TRUE,TRUE,,215986
1860,iXuftB45W8D7JBH,295,09/08/2000,19/01/2004,TRUE,TRUE,,771184
1861,BVJyPdHuy1QW50s,253,22/01/2002,02/06/2009,TRUE,TRUE,,891619
1862,rPmm8zaO3rqvGGf,284,10/04/2000,25/05/2009,FALSE,FALSE,,138476
1863,FsA3K1BDjhNeI0B,251,05/06/2001,16/04/2015,TRUE,TRUE,,874378
1864,OzJOlTl0K2GZUt0,195,03/06/2003,26/01/2009,FALSE,FALSE,,301980
1865,eWesWdykN5B2z7O,184,03/09/2003,24/07/2004,TRUE,TRUE,,832286
1866,WFWJNKUAMH6GHyZ,87,07/09/2001,09/09/2010,FALSE,FALSE,,885944
1867,xGhNkrELU9Xcb9v,206,01/09/2000,25/01/2015,TRUE,TRUE,,709916
1868,lpeemdgCdaDxwlZ,265,25/05/2000,07/12/2010,TRUE,TRUE,,998721
1869,3QsCKR79k9Bjrrg,260,27/01/2002,06/12/2016,TRUE,TRUE,,244250
1870,ktUfxNhdVtNxATI,25,13/06/2002,16/02/2005,FALSE,FALSE,,663668
1871,ZaiTPxQRnkhndww,144,03/07/2000,14/02/2016,TRUE,TRUE,,278917
1872,F3YCFWoCVYx9JG6,284,06/07/2003,27/01/2010,FALSE,FALSE,,588928
1873,N1H9F9vHpJ42PiN,269,17/06/2002,16/03/2017,FALSE,FALSE,,383839
1874,iD5zLudiI1fgCQY,9,26/10/2000,14/08/2016,TRUE,TRUE,,695569
1875,0MBzaRmGmh5zSeY,129,24/07/2003,18/09/2013,FALSE,FALSE,,137074
1876,mbR9RRQaIUibssj,267,24/02/2003,02/02/2006,FALSE,FALSE,,910859
1877,vJGxUSUB2xzUGVP,202,11/11/2003,28/10/2016,TRUE,TRUE,,183875
1878,6IIhvDbtXgHJmxC,67,19/01/2000,24/08/2007,FALSE,FALSE,,961757
1879,wY1rmKv89XKMeGt,117,14/07/2000,09/05/2017,TRUE,TRUE,,910380
1880,itdXPnDou9pkCvV,108,09/08/2001,08/09/2011,TRUE,TRUE,,604123
1881,8kQWQABuFDbRltt,35,24/05/2001,08/12/2005,FALSE,FALSE,,918525
1882,VJ5Okn9SBRCxSd9,190,14/03/2002,02/03/2004,TRUE,TRUE,,25725
